period,fiscal_year,fiscal_quarter,entity,bu,account_code,account_name,account_category,amount_usd_mn,source
2024-11,FY2024,Q4,GRP-AUTO,Automotive,9100,Income Tax,Tax,-12.056,HFM
2024-11,FY2024,Q4,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,70.034,HFM
2024-11,FY2024,Q4,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,30.17,HFM
2024-11,FY2024,Q4,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-53.602,HFM
2024-11,FY2024,Q4,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-8.073,HFM
2024-11,FY2024,Q4,GRP-HEAL,Healthcare,6200,Marketing,Opex,-2.869,HFM
2024-11,FY2024,Q4,GRP-HEAL,Healthcare,6300,R&D,Opex,-3.86,HFM
2024-11,FY2024,Q4,GRP-HEAL,Healthcare,6400,Travel,Opex,-0.992,HFM
2024-11,FY2024,Q4,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.378,HFM
2024-11,FY2024,Q4,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.542,HFM
2024-11,FY2024,Q4,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.955,HFM
2024-11,FY2024,Q4,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-2.871,HFM
2024-11,FY2024,Q4,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-5.898,HFM
2024-12,FY2024,Q4,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,95.788,HFM
2024-12,FY2024,Q4,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,42.706,HFM
2024-12,FY2024,Q4,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-76.114,HFM
2024-12,FY2024,Q4,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-10.995,HFM
2024-12,FY2024,Q4,GRP-ELEC,Electronics,6200,Marketing,Opex,-4.18,HFM
2024-12,FY2024,Q4,GRP-ELEC,Electronics,6300,R&D,Opex,-5.776,HFM
2024-12,FY2024,Q4,GRP-ELEC,Electronics,6400,Travel,Opex,-1.445,HFM
2024-12,FY2024,Q4,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-3.334,HFM
2024-12,FY2024,Q4,GRP-ELEC,Electronics,6600,General & Admin,Opex,-2.208,HFM
2024-12,FY2024,Q4,GRP-ELEC,Electronics,7100,Depreciation,D&A,-7.094,HFM
2024-12,FY2024,Q4,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-4.205,HFM
2024-12,FY2024,Q4,GRP-ELEC,Electronics,9100,Income Tax,Tax,-8.738,HFM
2024-12,FY2024,Q4,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,142.449,HFM
2024-12,FY2024,Q4,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,61.996,HFM
2024-12,FY2024,Q4,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-108.988,HFM
2024-12,FY2024,Q4,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-16.27,HFM
2024-12,FY2024,Q4,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.881,HFM
2024-12,FY2024,Q4,GRP-AUTO,Automotive,6300,R&D,Opex,-8.168,HFM
2024-12,FY2024,Q4,GRP-AUTO,Automotive,6400,Travel,Opex,-2.059,HFM
2024-12,FY2024,Q4,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.6,HFM
2024-12,FY2024,Q4,GRP-AUTO,Automotive,6600,General & Admin,Opex,-3.25,HFM
2024-12,FY2024,Q4,GRP-AUTO,Automotive,7100,Depreciation,D&A,-9.596,HFM
2024-12,FY2024,Q4,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-5.948,HFM
2024-12,FY2024,Q4,GRP-AUTO,Automotive,9100,Income Tax,Tax,-12.115,HFM
2024-12,FY2024,Q4,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,71.459,HFM
2024-12,FY2024,Q4,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,30.567,HFM
2024-12,FY2024,Q4,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-56.088,HFM
2024-12,FY2024,Q4,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-7.709,HFM
2024-12,FY2024,Q4,GRP-HEAL,Healthcare,6200,Marketing,Opex,-3.045,HFM
2024-12,FY2024,Q4,GRP-HEAL,Healthcare,6300,R&D,Opex,-3.895,HFM
2024-12,FY2024,Q4,GRP-HEAL,Healthcare,6400,Travel,Opex,-1.015,HFM
2024-12,FY2024,Q4,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.374,HFM
2024-12,FY2024,Q4,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.62,HFM
2024-12,FY2024,Q4,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.783,HFM
2024-12,FY2024,Q4,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-2.972,HFM
2024-12,FY2024,Q4,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-6.345,HFM
2025-01,FY2025,Q1,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,90.888,HFM
2025-01,FY2025,Q1,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,40.386,HFM
2025-01,FY2025,Q1,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-71.137,HFM
2025-01,FY2025,Q1,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-10.52,HFM
2025-01,FY2025,Q1,GRP-ELEC,Electronics,6200,Marketing,Opex,-3.83,HFM
2025-01,FY2025,Q1,GRP-ELEC,Electronics,6300,R&D,Opex,-5.111,HFM
2025-01,FY2025,Q1,GRP-ELEC,Electronics,6400,Travel,Opex,-1.31,HFM
2025-01,FY2025,Q1,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-2.997,HFM
2025-01,FY2025,Q1,GRP-ELEC,Electronics,6600,General & Admin,Opex,-2.147,HFM
2025-01,FY2025,Q1,GRP-ELEC,Electronics,7100,Depreciation,D&A,-6.492,HFM
2025-01,FY2025,Q1,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-3.812,HFM
2025-01,FY2025,Q1,GRP-ELEC,Electronics,9100,Income Tax,Tax,-8.191,HFM
2025-01,FY2025,Q1,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,123.967,HFM
2025-01,FY2025,Q1,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,56.129,HFM
2025-01,FY2025,Q1,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-102.712,HFM
2025-01,FY2025,Q1,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-14.19,HFM
2025-01,FY2025,Q1,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.276,HFM
2025-01,FY2025,Q1,GRP-AUTO,Automotive,6300,R&D,Opex,-7.336,HFM
2025-01,FY2025,Q1,GRP-AUTO,Automotive,6400,Travel,Opex,-1.789,HFM
2025-01,FY2025,Q1,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.239,HFM
2025-01,FY2025,Q1,GRP-AUTO,Automotive,6600,General & Admin,Opex,-2.852,HFM
2025-01,FY2025,Q1,GRP-AUTO,Automotive,7100,Depreciation,D&A,-8.797,HFM
2025-01,FY2025,Q1,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-5.57,HFM
2025-01,FY2025,Q1,GRP-AUTO,Automotive,9100,Income Tax,Tax,-10.896,HFM
2025-01,FY2025,Q1,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,61.187,HFM
2025-01,FY2025,Q1,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,27.838,HFM
2025-01,FY2025,Q1,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-49.805,HFM
2025-01,FY2025,Q1,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-7.315,HFM
2025-01,FY2025,Q1,GRP-HEAL,Healthcare,6200,Marketing,Opex,-2.694,HFM
2025-01,FY2025,Q1,GRP-HEAL,Healthcare,6300,R&D,Opex,-3.51,HFM
2025-01,FY2025,Q1,GRP-HEAL,Healthcare,6400,Travel,Opex,-0.883,HFM
2025-01,FY2025,Q1,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.106,HFM
2025-01,FY2025,Q1,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.466,HFM
2025-01,FY2025,Q1,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.693,HFM
2025-01,FY2025,Q1,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-2.83,HFM
2025-01,FY2025,Q1,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-5.728,HFM
2025-02,FY2025,Q1,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,88.79,HFM
2025-02,FY2025,Q1,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,39.898,HFM
2025-02,FY2025,Q1,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-73.475,HFM
2025-02,FY2025,Q1,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-10.763,HFM
2025-02,FY2025,Q1,GRP-ELEC,Electronics,6200,Marketing,Opex,-3.826,HFM
2025-02,FY2025,Q1,GRP-ELEC,Electronics,6300,R&D,Opex,-5.146,HFM
2025-02,FY2025,Q1,GRP-ELEC,Electronics,6400,Travel,Opex,-1.365,HFM
2025-02,FY2025,Q1,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-3.228,HFM
2025-02,FY2025,Q1,GRP-ELEC,Electronics,6600,General & Admin,Opex,-2.147,HFM
2025-02,FY2025,Q1,GRP-ELEC,Electronics,7100,Depreciation,D&A,-6.734,HFM
2025-02,FY2025,Q1,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-3.925,HFM
2025-02,FY2025,Q1,GRP-ELEC,Electronics,9100,Income Tax,Tax,-8.015,HFM
2025-02,FY2025,Q1,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,130.794,HFM
2025-02,FY2025,Q1,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,54.592,HFM
2025-02,FY2025,Q1,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-98.276,HFM
2025-02,FY2025,Q1,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-15.195,HFM
2025-02,FY2025,Q1,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.515,HFM
2025-02,FY2025,Q1,GRP-AUTO,Automotive,6300,R&D,Opex,-7.326,HFM
2025-02,FY2025,Q1,GRP-AUTO,Automotive,6400,Travel,Opex,-1.81,HFM
2025-02,FY2025,Q1,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.487,HFM
2025-02,FY2025,Q1,GRP-AUTO,Automotive,6600,General & Admin,Opex,-2.872,HFM
2025-02,FY2025,Q1,GRP-AUTO,Automotive,7100,Depreciation,D&A,-8.972,HFM
2025-02,FY2025,Q1,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-5.455,HFM
2025-02,FY2025,Q1,GRP-AUTO,Automotive,9100,Income Tax,Tax,-11.718,HFM
2025-02,FY2025,Q1,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,63.264,HFM
2025-02,FY2025,Q1,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,28.341,HFM
2025-02,FY2025,Q1,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-52.295,HFM
2025-02,FY2025,Q1,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-7.395,HFM
2025-02,FY2025,Q1,GRP-HEAL,Healthcare,6200,Marketing,Opex,-2.666,HFM
2025-02,FY2025,Q1,GRP-HEAL,Healthcare,6300,R&D,Opex,-3.58,HFM
2025-02,FY2025,Q1,GRP-HEAL,Healthcare,6400,Travel,Opex,-0.905,HFM
2025-02,FY2025,Q1,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.167,HFM
2025-02,FY2025,Q1,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.457,HFM
2025-02,FY2025,Q1,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.418,HFM
2025-02,FY2025,Q1,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-2.791,HFM
2025-02,FY2025,Q1,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-5.696,HFM
2025-03,FY2025,Q1,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,90.979,HFM
2025-03,FY2025,Q1,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,38.457,HFM
2025-03,FY2025,Q1,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-75.422,HFM
2025-03,FY2025,Q1,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-10.902,HFM
2025-03,FY2025,Q1,GRP-ELEC,Electronics,6200,Marketing,Opex,-3.916,HFM
2025-03,FY2025,Q1,GRP-ELEC,Electronics,6300,R&D,Opex,-5.427,HFM
2025-03,FY2025,Q1,GRP-ELEC,Electronics,6400,Travel,Opex,-1.35,HFM
2025-03,FY2025,Q1,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-3.21,HFM
2025-03,FY2025,Q1,GRP-ELEC,Electronics,6600,General & Admin,Opex,-2.114,HFM
2025-03,FY2025,Q1,GRP-ELEC,Electronics,7100,Depreciation,D&A,-6.679,HFM
2025-03,FY2025,Q1,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-3.999,HFM
2025-03,FY2025,Q1,GRP-ELEC,Electronics,9100,Income Tax,Tax,-8.367,HFM
2025-03,FY2025,Q1,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,131.84,HFM
2025-03,FY2025,Q1,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,55.202,HFM
2025-03,FY2025,Q1,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-103.817,HFM
2025-03,FY2025,Q1,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-14.467,HFM
2025-03,FY2025,Q1,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.61,HFM
2025-03,FY2025,Q1,GRP-AUTO,Automotive,6300,R&D,Opex,-7.207,HFM
2025-03,FY2025,Q1,GRP-AUTO,Automotive,6400,Travel,Opex,-1.917,HFM
2025-03,FY2025,Q1,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.347,HFM
2025-03,FY2025,Q1,GRP-AUTO,Automotive,6600,General & Admin,Opex,-3.076,HFM
2025-03,FY2025,Q1,GRP-AUTO,Automotive,7100,Depreciation,D&A,-9.11,HFM
2025-03,FY2025,Q1,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-5.593,HFM
2025-03,FY2025,Q1,GRP-AUTO,Automotive,9100,Income Tax,Tax,-11.291,HFM
2025-03,FY2025,Q1,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,65.7,HFM
2025-03,FY2025,Q1,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,28.751,HFM
2025-03,FY2025,Q1,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-51.979,HFM
2025-03,FY2025,Q1,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-7.482,HFM
2025-03,FY2025,Q1,GRP-HEAL,Healthcare,6200,Marketing,Opex,-2.845,HFM
2025-03,FY2025,Q1,GRP-HEAL,Healthcare,6300,R&D,Opex,-3.66,HFM
2025-03,FY2025,Q1,GRP-HEAL,Healthcare,6400,Travel,Opex,-0.923,HFM
2025-03,FY2025,Q1,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.259,HFM
2025-03,FY2025,Q1,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.442,HFM
2025-03,FY2025,Q1,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.827,HFM
2025-03,FY2025,Q1,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-2.735,HFM
2025-03,FY2025,Q1,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-5.829,HFM
2025-04,FY2025,Q2,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,97.574,HFM
2025-04,FY2025,Q2,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,39.19,HFM
2025-04,FY2025,Q2,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-76.137,HFM
2025-04,FY2025,Q2,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-10.434,HFM
2025-04,FY2025,Q2,GRP-ELEC,Electronics,6200,Marketing,Opex,-4.074,HFM
2025-04,FY2025,Q2,GRP-ELEC,Electronics,6300,R&D,Opex,-5.597,HFM
2025-04,FY2025,Q2,GRP-ELEC,Electronics,6400,Travel,Opex,-1.343,HFM
2025-04,FY2025,Q2,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-3.21,HFM
2025-04,FY2025,Q2,GRP-ELEC,Electronics,6600,General & Admin,Opex,-2.199,HFM
2025-04,FY2025,Q2,GRP-ELEC,Electronics,7100,Depreciation,D&A,-6.934,HFM
2025-04,FY2025,Q2,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-3.979,HFM
2025-04,FY2025,Q2,GRP-ELEC,Electronics,9100,Income Tax,Tax,-8.138,HFM
2025-04,FY2025,Q2,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,127.92,HFM
2025-04,FY2025,Q2,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,55.883,HFM
2025-04,FY2025,Q2,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-107.788,HFM
2025-04,FY2025,Q2,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-15.698,HFM
2025-04,FY2025,Q2,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.494,HFM
2025-04,FY2025,Q2,GRP-AUTO,Automotive,6300,R&D,Opex,-7.706,HFM
2025-04,FY2025,Q2,GRP-AUTO,Automotive,6400,Travel,Opex,-1.897,HFM
2025-04,FY2025,Q2,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.429,HFM
2025-04,FY2025,Q2,GRP-AUTO,Automotive,6600,General & Admin,Opex,-3.034,HFM
2025-04,FY2025,Q2,GRP-AUTO,Automotive,7100,Depreciation,D&A,-9.272,HFM
2025-04,FY2025,Q2,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-5.734,HFM
2025-04,FY2025,Q2,GRP-AUTO,Automotive,9100,Income Tax,Tax,-11.524,HFM
2025-04,FY2025,Q2,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,67.557,HFM
2025-04,FY2025,Q2,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,28.194,HFM
2025-04,FY2025,Q2,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-50.401,HFM
2025-04,FY2025,Q2,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-7.654,HFM
2025-04,FY2025,Q2,GRP-HEAL,Healthcare,6200,Marketing,Opex,-2.806,HFM
2025-04,FY2025,Q2,GRP-HEAL,Healthcare,6300,R&D,Opex,-3.772,HFM
2025-04,FY2025,Q2,GRP-HEAL,Healthcare,6400,Travel,Opex,-0.959,HFM
2025-04,FY2025,Q2,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.341,HFM
2025-04,FY2025,Q2,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.474,HFM
2025-04,FY2025,Q2,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.61,HFM
2025-04,FY2025,Q2,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-2.816,HFM
2025-04,FY2025,Q2,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-5.837,HFM
2025-05,FY2025,Q2,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,93.297,HFM
2025-05,FY2025,Q2,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,42.748,HFM
2025-05,FY2025,Q2,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-75.022,HFM
2025-05,FY2025,Q2,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-10.833,HFM
2025-05,FY2025,Q2,GRP-ELEC,Electronics,6200,Marketing,Opex,-4.05,HFM
2025-05,FY2025,Q2,GRP-ELEC,Electronics,6300,R&D,Opex,-5.697,HFM
2025-05,FY2025,Q2,GRP-ELEC,Electronics,6400,Travel,Opex,-1.351,HFM
2025-05,FY2025,Q2,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-3.255,HFM
2025-05,FY2025,Q2,GRP-ELEC,Electronics,6600,General & Admin,Opex,-2.239,HFM
2025-05,FY2025,Q2,GRP-ELEC,Electronics,7100,Depreciation,D&A,-6.813,HFM
2025-05,FY2025,Q2,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-4.185,HFM
2025-05,FY2025,Q2,GRP-ELEC,Electronics,9100,Income Tax,Tax,-8.639,HFM
2025-05,FY2025,Q2,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,134.966,HFM
2025-05,FY2025,Q2,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,56.235,HFM
2025-05,FY2025,Q2,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-107.755,HFM
2025-05,FY2025,Q2,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-15.87,HFM
2025-05,FY2025,Q2,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.642,HFM
2025-05,FY2025,Q2,GRP-AUTO,Automotive,6300,R&D,Opex,-7.957,HFM
2025-05,FY2025,Q2,GRP-AUTO,Automotive,6400,Travel,Opex,-1.91,HFM
2025-05,FY2025,Q2,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.566,HFM
2025-05,FY2025,Q2,GRP-AUTO,Automotive,6600,General & Admin,Opex,-3.125,HFM
2025-05,FY2025,Q2,GRP-AUTO,Automotive,7100,Depreciation,D&A,-9.963,HFM
2025-05,FY2025,Q2,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-5.799,HFM
2025-05,FY2025,Q2,GRP-AUTO,Automotive,9100,Income Tax,Tax,-12.007,HFM
2025-05,FY2025,Q2,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,69.794,HFM
2025-05,FY2025,Q2,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,28.32,HFM
2025-05,FY2025,Q2,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-51.913,HFM
2025-05,FY2025,Q2,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-7.503,HFM
2025-05,FY2025,Q2,GRP-HEAL,Healthcare,6200,Marketing,Opex,-2.959,HFM
2025-05,FY2025,Q2,GRP-HEAL,Healthcare,6300,R&D,Opex,-3.69,HFM
2025-05,FY2025,Q2,GRP-HEAL,Healthcare,6400,Travel,Opex,-0.984,HFM
2025-05,FY2025,Q2,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.337,HFM
2025-05,FY2025,Q2,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.507,HFM
2025-05,FY2025,Q2,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.817,HFM
2025-05,FY2025,Q2,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-2.891,HFM
2025-05,FY2025,Q2,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-6.199,HFM
2025-06,FY2025,Q2,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,94.531,HFM
2025-06,FY2025,Q2,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,40.123,HFM
2025-06,FY2025,Q2,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-75.502,HFM
2025-06,FY2025,Q2,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-10.789,HFM
2025-06,FY2025,Q2,GRP-ELEC,Electronics,6200,Marketing,Opex,-4.122,HFM
2025-06,FY2025,Q2,GRP-ELEC,Electronics,6300,R&D,Opex,-5.592,HFM
2025-06,FY2025,Q2,GRP-ELEC,Electronics,6400,Travel,Opex,-1.359,HFM
2025-06,FY2025,Q2,GRP-ELEC,Electronics,6500,IT & Infrastructure,Opex,-3.416,HFM
2025-06,FY2025,Q2,GRP-ELEC,Electronics,6600,General & Admin,Opex,-2.15,HFM
2025-06,FY2025,Q2,GRP-ELEC,Electronics,7100,Depreciation,D&A,-6.888,HFM
2025-06,FY2025,Q2,GRP-ELEC,Electronics,8100,Interest Expense,Finance,-4.306,HFM
2025-06,FY2025,Q2,GRP-ELEC,Electronics,9100,Income Tax,Tax,-8.843,HFM
2025-06,FY2025,Q2,GRP-AUTO,Automotive,4000,Product Revenue,Revenue,138.537,HFM
2025-06,FY2025,Q2,GRP-AUTO,Automotive,4100,Service Revenue,Revenue,59.696,HFM
2025-06,FY2025,Q2,GRP-AUTO,Automotive,5000,Cost of Goods Sold,COGS,-104.139,HFM
2025-06,FY2025,Q2,GRP-AUTO,Automotive,6100,Salaries & Wages,Opex,-15.96,HFM
2025-06,FY2025,Q2,GRP-AUTO,Automotive,6200,Marketing,Opex,-5.921,HFM
2025-06,FY2025,Q2,GRP-AUTO,Automotive,6300,R&D,Opex,-7.825,HFM
2025-06,FY2025,Q2,GRP-AUTO,Automotive,6400,Travel,Opex,-2.008,HFM
2025-06,FY2025,Q2,GRP-AUTO,Automotive,6500,IT & Infrastructure,Opex,-4.702,HFM
2025-06,FY2025,Q2,GRP-AUTO,Automotive,6600,General & Admin,Opex,-3.061,HFM
2025-06,FY2025,Q2,GRP-AUTO,Automotive,7100,Depreciation,D&A,-9.901,HFM
2025-06,FY2025,Q2,GRP-AUTO,Automotive,8100,Interest Expense,Finance,-5.869,HFM
2025-06,FY2025,Q2,GRP-AUTO,Automotive,9100,Income Tax,Tax,-11.742,HFM
2025-06,FY2025,Q2,GRP-HEAL,Healthcare,4000,Product Revenue,Revenue,65.634,HFM
2025-06,FY2025,Q2,GRP-HEAL,Healthcare,4100,Service Revenue,Revenue,29.797,HFM
2025-06,FY2025,Q2,GRP-HEAL,Healthcare,5000,Cost of Goods Sold,COGS,-52.818,HFM
2025-06,FY2025,Q2,GRP-HEAL,Healthcare,6100,Salaries & Wages,Opex,-7.975,HFM
2025-06,FY2025,Q2,GRP-HEAL,Healthcare,6200,Marketing,Opex,-2.897,HFM
2025-06,FY2025,Q2,GRP-HEAL,Healthcare,6300,R&D,Opex,-4.003,HFM
2025-06,FY2025,Q2,GRP-HEAL,Healthcare,6400,Travel,Opex,-1.001,HFM
2025-06,FY2025,Q2,GRP-HEAL,Healthcare,6500,IT & Infrastructure,Opex,-2.282,HFM
2025-06,FY2025,Q2,GRP-HEAL,Healthcare,6600,General & Admin,Opex,-1.574,HFM
2025-06,FY2025,Q2,GRP-HEAL,Healthcare,7100,Depreciation,D&A,-4.901,HFM
2025-06,FY2025,Q2,GRP-HEAL,Healthcare,8100,Interest Expense,Finance,-2.802,HFM
2025-06,FY2025,Q2,GRP-HEAL,Healthcare,9100,Income Tax,Tax,-6.211,HFM
2025-07,FY2025,Q3,GRP-ELEC,Electronics,4000,Product Revenue,Revenue,97.586,HFM
2025-07,FY2025,Q3,GRP-ELEC,Electronics,4100,Service Revenue,Revenue,41.56,HFM
2025-07,FY2025,Q3,GRP-ELEC,Electronics,5000,Cost of Goods Sold,COGS,-74.561,HFM
2025-07,FY2025,Q3,GRP-ELEC,Electronics,6100,Salaries & Wages,Opex,-11.295,HFM
2025-07,FY2025,Q3,GRP-ELEC,Electronics,6200,Marketing,Opex,-4.104,HFM
2025-07,FY2025,Q3,GRP-ELEC,Electronics,6300,R&D,Opex,-5.63,HFM
2025-07,FY2025,Q3,GRP-ELEC,Electronics,6400,Travel,Opex,-1.376,HFM
